"id","school_id","school_name","province","level","type","founding_year","school_age","total_students","avg_gpa","avg_attendance","avg_test_math","avg_test_literature","avg_composite_score","top_performer_count","report_date","created_at","updated_at"
18405,"18405","Trường Tiểu học Vũ 18405","Thanh Hóa","Tiểu học","Công lập",1987,38,14,"7.95","90.63","7.91","7.54","8.22",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18406,"18406","Trường Tiểu học Hoàng 18406","Thanh Hóa","Tiểu học","Dân lập",2005,20,4,"7.17","86.50","8.36","9.78","8.18",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18407,"18407","Trường THCS Nguyễn 18407","Đà Nẵng","THCS","Công lập",2009,16,16,"8.02","90.54","7.33","7.23","8.11",6,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18408,"18408","Trường Liên cấp XYZ 18408","Hà Nội","Phổ thông Liên cấp","Dân lập",2008,17,9,"6.87","92.04","7.84","7.88","7.87",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18409,"18409","Trường THCS Hoàng 18409","Bình Dương","THCS","Dân lập",1996,29,13,"7.36","91.15","6.97","7.44","7.84",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18410,"18410","Trường Tiểu học Mai 18410","Đà Nẵng","Tiểu học","Dân lập",2000,25,8,"7.88","91.78","7.87","7.14","8.16",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18411,"18411","Trường THCS Lê 18411","Đà Nẵng","THCS","Quốc tế",1998,27,12,"6.48","90.47","8.74","6.67","7.62",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18412,"18412","Trường THPT Vũ 18412","Bình Dương","THPT","Quốc tế",2007,18,9,"7.44","93.93","7.84","7.89","8.16",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18413,"18413","Trường Tiểu học Mai 18413","Hà Nội","Tiểu học","Quốc tế",1995,30,8,"7.68","94.86","7.09","7.22","8.06",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18414,"18414","Trường THCS Phạm 18414","Thanh Hóa","THCS","Dân lập",1988,37,12,"7.75","89.42","8.07","7.59","8.13",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18415,"18415","Trường Tiểu học Bùi 18415","Bình Dương","Tiểu học","Quốc tế",2004,21,13,"6.39","89.15","7.40","7.72","7.50",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18416,"18416","Trường THCS Mai 18416","Thanh Hóa","THCS","Công lập",1968,57,8,"7.72","90.55","6.98","7.62","8.00",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18417,"18417","Trường THPT Nguyễn 18417","Thanh Hóa","THPT","Quốc tế",1987,38,10,"7.80","89.45","6.62","7.21","7.88",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18418,"18418","Trường THCS Hoàng 18418","Đà Nẵng","THCS","Dân lập",1975,50,11,"7.52","90.90","8.16","7.73","8.12",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18419,"18419","Trường THCS Phạm 18419","Thanh Hóa","THCS","Công lập",1984,41,12,"6.64","88.51","7.29","7.71","7.56",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18420,"18420","Trường THCS Vũ 18420","Hà Nội","THCS","Quốc tế",1967,58,11,"8.49","88.22","7.05","7.68","8.25",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18421,"18421","Trường THCS Nguyễn 18421","Bình Dương","THCS","Quốc tế",2009,16,10,"6.75","89.13","7.57","7.55","7.64",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18422,"18422","Trường THCS Hoàng 18422","Thanh Hóa","THCS","Quốc tế",1976,49,8,"8.01","87.85","8.11","6.34","8.01",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18423,"18423","Trường Liên cấp XYZ 18423","Thanh Hóa","Phổ thông Liên cấp","Quốc tế",1997,28,12,"7.58","88.88","7.90","7.88","8.06",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18424,"18424","Trường Tiểu học Dương 18424","Đà Nẵng","Tiểu học","Công lập",2007,18,8,"7.98","90.69","7.53","7.56","8.18",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18425,"18425","Trường THCS Hoàng 18425","Đà Nẵng","THCS","Quốc tế",1961,64,13,"7.51","89.72","7.29","7.14","7.86",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18426,"18426","Trường Liên cấp XYZ 18426","Thanh Hóa","Phổ thông Liên cấp","Quốc tế",1996,29,8,"7.77","90.69","7.83","8.75","8.32",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18427,"18427","Trường THPT Dương 18427","Hà Nội","THPT","Công lập",1985,40,14,"7.67","89.29","7.39","6.93","7.89",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18428,"18428","Trường Tiểu học Dương 18428","Nghệ An","Tiểu học","Công lập",1971,54,14,"6.90","93.63","8.18","7.68","7.95",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18429,"18429","Trường Tiểu học Hoàng 18429","Bình Dương","Tiểu học","Quốc tế",1965,60,10,"7.45","89.69","7.65","7.71","7.98",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18430,"18430","Trường THPT Đặng 18430","Đà Nẵng","THPT","Quốc tế",1980,45,7,"7.53","88.86","9.07","7.63","8.19",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18431,"18431","Trường THPT Lê 18431","Hải Phòng","THPT","Công lập",1993,32,8,"7.21","92.70","7.99","7.38","7.97",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18432,"18432","Trường Tiểu học Trần 18432","Hải Phòng","Tiểu học","Dân lập",1972,53,8,"8.43","91.34","8.37","6.97","8.41",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18433,"18433","Trường THPT Bùi 18433","Hà Nội","THPT","Dân lập",1972,53,13,"7.05","91.63","7.67","7.34","7.82",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18434,"18434","Trường THCS Vũ 18434","Hà Nội","THCS","Dân lập",1960,65,10,"7.14","90.64","7.37","7.22","7.76",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18435,"18435","Trường Tiểu học Hoàng 18435","Cần Thơ","Tiểu học","Quốc tế",1973,52,18,"7.33","92.15","7.22","7.00","7.83",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18436,"18436","Trường Liên cấp XYZ 18436","Thanh Hóa","Phổ thông Liên cấp","Công lập",1984,41,13,"7.07","87.77","6.84","7.51","7.62",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18437,"18437","Trường THCS Bùi 18437","Hà Nội","THCS","Dân lập",1975,50,9,"7.21","89.26","8.35","7.26","7.90",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18438,"18438","Trường THCS Phạm 18438","Cần Thơ","THCS","Dân lập",1977,48,15,"7.46","89.73","6.86","7.20","7.78",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18439,"18439","Trường THCS Nguyễn 18439","Thanh Hóa","THCS","Quốc tế",2003,22,9,"7.35","88.39","7.73","8.17","7.98",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18440,"18440","Trường Liên cấp XYZ 18440","Hà Nội","Phổ thông Liên cấp","Công lập",1968,57,12,"7.83","90.62","7.61","7.92","8.18",6,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18441,"18441","Trường Liên cấp XYZ 18441","Thanh Hóa","Phổ thông Liên cấp","Dân lập",1989,36,5,"7.56","90.54","6.73","8.91","8.08",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18442,"18442","Trường Liên cấp XYZ 18442","Cần Thơ","Phổ thông Liên cấp","Quốc tế",1991,34,13,"7.14","90.17","7.36","6.76","7.68",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18443,"18443","Trường Liên cấp XYZ 18443","Bình Dương","Phổ thông Liên cấp","Dân lập",1982,43,9,"7.60","88.67","7.59","7.76","8.00",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18444,"18444","Trường Tiểu học Lê 18444","Bình Dương","Tiểu học","Dân lập",1970,55,11,"7.09","88.55","7.21","7.58","7.71",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18445,"18445","Trường THCS Phạm 18445","Bình Dương","THCS","Quốc tế",1983,42,14,"7.30","90.79","7.56","8.24","8.01",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18446,"18446","Trường THCS Đặng 18446","TP. Hồ Chí Minh","THCS","Công lập",1997,28,14,"7.28","88.83","7.39","7.17","7.76",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18447,"18447","Trường THCS Trần 18447","Hải Phòng","THCS","Công lập",1978,47,5,"7.14","85.76","7.48","7.77","7.72",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18448,"18448","Trường THPT Dương 18448","Đà Nẵng","THPT","Quốc tế",1985,40,10,"7.30","89.42","7.00","7.02","7.70",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18449,"18449","Trường Liên cấp XYZ 18449","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",1975,50,10,"7.36","91.40","7.16","7.35","7.86",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18450,"18450","Trường THPT Dương 18450","Nghệ An","THPT","Công lập",2004,21,9,"7.78","87.18","8.54","8.36","8.26",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18451,"18451","Trường THPT Lê 18451","Hà Nội","THPT","Quốc tế",1997,28,9,"9.05","89.30","8.14","6.48","8.49",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18452,"18452","Trường Tiểu học Bùi 18452","Thanh Hóa","Tiểu học","Công lập",1961,64,16,"7.36","89.91","7.67","7.34","7.89",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18453,"18453","Trường THCS Dương 18453","Thanh Hóa","THCS","Dân lập",1990,35,12,"6.61","88.24","7.85","7.54","7.60",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18454,"18454","Trường Liên cấp XYZ 18454","Nghệ An","Phổ thông Liên cấp","Dân lập",1989,36,10,"7.27","91.36","7.69","7.90","7.98",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18455,"18455","Trường Liên cấp XYZ 18455","Hải Phòng","Phổ thông Liên cấp","Quốc tế",1982,43,7,"6.99","92.51","6.64","6.92","7.61",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18456,"18456","Trường Tiểu học Lê 18456","Đà Nẵng","Tiểu học","Quốc tế",1978,47,8,"6.82","88.61","7.32","7.91","7.67",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18457,"18457","Trường THCS Vũ 18457","Hà Nội","THCS","Quốc tế",1994,31,9,"7.22","92.39","8.13","7.53","8.01",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18458,"18458","Trường THCS Dương 18458","Cần Thơ","THCS","Quốc tế",1996,29,14,"7.61","91.84","7.92","6.74","8.00",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18459,"18459","Trường THCS Bùi 18459","Hải Phòng","THCS","Quốc tế",2007,18,12,"7.78","89.48","7.66","7.08","8.01",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18460,"18460","Trường THCS Dương 18460","Thanh Hóa","THCS","Quốc tế",1974,51,7,"6.93","91.40","6.97","6.87","7.59",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18461,"18461","Trường THPT Phạm 18461","Nghệ An","THPT","Dân lập",1995,30,13,"7.64","90.10","7.46","7.83","8.05",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18462,"18462","Trường Liên cấp XYZ 18462","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",1977,48,11,"7.57","90.34","6.19","6.77","7.68",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18463,"18463","Trường Liên cấp XYZ 18463","Hải Phòng","Phổ thông Liên cấp","Dân lập",1984,41,3,"6.32","88.90","5.58","8.32","7.28",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18464,"18464","Trường Tiểu học Đặng 18464","Đà Nẵng","Tiểu học","Công lập",1978,47,6,"6.14","86.57","8.62","7.43","7.46",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18465,"18465","Trường Liên cấp XYZ 18465","Bình Dương","Phổ thông Liên cấp","Quốc tế",1998,27,7,"7.10","90.41","7.74","7.97","7.91",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18466,"18466","Trường Liên cấp XYZ 18466","TP. Hồ Chí Minh","Phổ thông Liên cấp","Quốc tế",2001,24,4,"8.18","86.65","6.76","7.72","8.04",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18467,"18467","Trường THPT Đặng 18467","Đà Nẵng","THPT","Dân lập",1976,49,10,"7.62","91.74","8.00","7.96","8.19",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18468,"18468","Trường Liên cấp XYZ 18468","Hà Nội","Phổ thông Liên cấp","Quốc tế",1986,39,16,"7.67","90.02","7.13","7.13","7.91",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18469,"18469","Trường Tiểu học Phạm 18469","Hà Nội","Tiểu học","Quốc tế",1977,48,8,"7.26","91.78","8.07","8.10","8.08",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18470,"18470","Trường Tiểu học Trần 18470","Bình Dương","Tiểu học","Dân lập",1971,54,4,"6.79","87.28","7.23","9.06","7.78",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18471,"18471","Trường THCS Trần 18471","Cần Thơ","THCS","Công lập",1963,62,10,"8.10","88.02","8.17","7.76","8.27",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18472,"18472","Trường THPT Nguyễn 18472","Thanh Hóa","THPT","Dân lập",1962,63,8,"7.44","89.79","7.68","7.21","7.90",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18473,"18473","Trường Liên cấp XYZ 18473","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",1980,45,7,"7.27","92.77","7.47","7.43","7.93",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18474,"18474","Trường THCS Mai 18474","Nghệ An","THCS","Dân lập",1983,42,10,"6.62","90.48","7.48","8.06","7.69",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18475,"18475","Trường THCS Nguyễn 18475","Hải Phòng","THCS","Công lập",2010,15,12,"7.53","88.79","7.11","6.91","7.78",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18476,"18476","Trường Liên cấp XYZ 18476","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",1997,28,9,"7.82","91.42","7.70","7.34","8.12",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18477,"18477","Trường Tiểu học Lê 18477","TP. Hồ Chí Minh","Tiểu học","Quốc tế",2002,23,10,"7.68","87.65","7.55","8.58","8.12",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18478,"18478","Trường Liên cấp XYZ 18478","TP. Hồ Chí Minh","Phổ thông Liên cấp","Công lập",1964,61,11,"7.61","92.19","7.15","7.73","8.04",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18479,"18479","Trường Tiểu học Nguyễn 18479","Bình Dương","Tiểu học","Quốc tế",1988,37,11,"7.43","89.98","7.27","7.07","7.82",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18480,"18480","Trường THPT Đặng 18480","Cần Thơ","THPT","Quốc tế",2006,19,15,"6.93","88.85","7.44","7.16","7.63",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18481,"18481","Trường THPT Phạm 18481","Bình Dương","THPT","Công lập",2009,16,10,"7.29","90.39","6.43","7.20","7.67",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18482,"18482","Trường THPT Phạm 18482","TP. Hồ Chí Minh","THPT","Công lập",2007,18,6,"7.61","92.70","7.12","7.92","8.08",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18483,"18483","Trường THCS Trần 18483","Hải Phòng","THCS","Công lập",1991,34,12,"8.00","89.08","7.45","8.28","8.23",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18484,"18484","Trường Tiểu học Phạm 18484","Cần Thơ","Tiểu học","Dân lập",1998,27,7,"8.14","89.47","7.64","7.49","8.21",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18485,"18485","Trường THCS Phạm 18485","Bình Dương","THCS","Quốc tế",1995,30,8,"7.61","88.50","7.20","7.04","7.83",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18486,"18486","Trường Liên cấp XYZ 18486","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",2006,19,14,"7.54","92.41","8.18","8.11","8.23",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18487,"18487","Trường THCS Nguyễn 18487","Đà Nẵng","THCS","Quốc tế",2010,15,7,"7.14","89.57","7.81","7.26","7.80",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18488,"18488","Trường Tiểu học Lê 18488","Đà Nẵng","Tiểu học","Dân lập",1976,49,6,"7.51","90.72","7.95","7.52","8.05",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18489,"18489","Trường THPT Phạm 18489","Hải Phòng","THPT","Dân lập",1974,51,9,"6.52","89.72","7.95","8.03","7.70",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18490,"18490","Trường THCS Dương 18490","Đà Nẵng","THCS","Quốc tế",1963,62,15,"8.30","91.08","7.91","7.29","8.33",8,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18491,"18491","Trường THPT Mai 18491","Hải Phòng","THPT","Công lập",1994,31,13,"7.49","92.43","7.38","7.76","8.04",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18492,"18492","Trường THCS Bùi 18492","Cần Thơ","THCS","Dân lập",1995,30,7,"7.76","88.40","7.41","7.28","7.96",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18493,"18493","Trường THPT Mai 18493","Bình Dương","THPT","Công lập",2001,24,8,"8.01","90.50","8.30","8.10","8.38",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18494,"18494","Trường THCS Dương 18494","Thanh Hóa","THCS","Dân lập",1992,33,11,"7.73","92.07","7.82","7.05","8.08",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18495,"18495","Trường THCS Trần 18495","Bình Dương","THCS","Công lập",2002,23,9,"6.46","90.33","7.57","7.66","7.58",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18496,"18496","Trường Liên cấp XYZ 18496","Thanh Hóa","Phổ thông Liên cấp","Quốc tế",2003,22,11,"8.04","88.52","7.60","7.51","8.14",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18497,"18497","Trường Tiểu học Phạm 18497","Hải Phòng","Tiểu học","Dân lập",2003,22,9,"8.34","89.58","7.81","7.38","8.30",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18498,"18498","Trường THCS Lê 18498","Đà Nẵng","THCS","Công lập",1983,42,10,"7.04","90.26","8.16","7.63","7.89",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18499,"18499","Trường THCS Hoàng 18499","Nghệ An","THCS","Dân lập",1970,55,9,"7.61","90.57","7.67","6.60","7.90",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18500,"18500","Trường Tiểu học Đặng 18500","Cần Thơ","Tiểu học","Công lập",1976,49,11,"7.05","88.76","6.84","7.48","7.63",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18501,"18501","Trường THCS Nguyễn 18501","Hà Nội","THCS","Dân lập",1991,34,9,"8.03","92.51","6.81","7.67","8.16",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18502,"18502","Trường THPT Trần 18502","Đà Nẵng","THPT","Dân lập",1973,52,5,"7.74","85.82","8.40","7.74","8.09",0,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18503,"18503","Trường Liên cấp XYZ 18503","Hải Phòng","Phổ thông Liên cấp","Quốc tế",1998,27,8,"8.32","86.85","8.14","6.82","8.18",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18504,"18504","Trường THPT Đặng 18504","Nghệ An","THPT","Quốc tế",1990,35,8,"6.72","91.90","7.12","7.29","7.60",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18505,"18505","Trường THPT Dương 18505","Hải Phòng","THPT","Quốc tế",1962,63,15,"7.34","88.14","7.70","7.77","7.90",5,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18506,"18506","Trường Liên cấp XYZ 18506","TP. Hồ Chí Minh","Phổ thông Liên cấp","Dân lập",2002,23,6,"8.45","89.70","7.63","7.38","8.32",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18507,"18507","Trường Tiểu học Phạm 18507","TP. Hồ Chí Minh","Tiểu học","Quốc tế",1961,64,5,"7.86","89.46","6.83","7.89","8.04",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18508,"18508","Trường Tiểu học Đặng 18508","Hải Phòng","Tiểu học","Quốc tế",2000,25,7,"7.10","92.17","6.89","6.93","7.68",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18509,"18509","Trường Tiểu học Phạm 18509","Hà Nội","Tiểu học","Công lập",1967,58,10,"7.95","90.81","8.02","7.82","8.28",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18510,"18510","Trường Liên cấp XYZ 18510","Đà Nẵng","Phổ thông Liên cấp","Dân lập",1972,53,9,"7.21","87.20","8.26","7.81","7.91",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18511,"18511","Trường Tiểu học Trần 18511","Đà Nẵng","Tiểu học","Dân lập",2004,21,8,"8.60","90.70","7.01","7.81","8.38",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18512,"18512","Trường Tiểu học Dương 18512","Thanh Hóa","Tiểu học","Quốc tế",1997,28,8,"6.96","89.01","8.05","7.21","7.74",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18513,"18513","Trường Liên cấp XYZ 18513","Đà Nẵng","Phổ thông Liên cấp","Công lập",1977,48,9,"7.51","90.79","7.84","7.23","7.99",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18514,"18514","Trường THCS Phạm 18514","Đà Nẵng","THCS","Quốc tế",1989,36,13,"7.25","89.77","7.10","6.84","7.69",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18515,"18515","Trường Liên cấp XYZ 18515","Hà Nội","Phổ thông Liên cấp","Quốc tế",2001,24,8,"6.95","91.58","8.05","7.28","7.83",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18516,"18516","Trường THCS Trần 18516","Bình Dương","THCS","Quốc tế",1996,29,9,"7.71","88.46","6.61","7.09","7.79",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18517,"18517","Trường Tiểu học Hoàng 18517","Hải Phòng","Tiểu học","Quốc tế",1993,32,13,"7.91","88.35","7.59","7.59","8.09",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18518,"18518","Trường THPT Lê 18518","Thanh Hóa","THPT","Công lập",1966,59,6,"6.84","90.42","7.38","7.69","7.71",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18519,"18519","Trường THPT Hoàng 18519","Hà Nội","THPT","Dân lập",1988,37,6,"7.51","88.88","8.08","7.60","8.02",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18520,"18520","Trường THCS Trần 18520","Cần Thơ","THCS","Quốc tế",1988,37,9,"7.73","90.02","7.29","8.16","8.11",3,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18521,"18521","Trường Tiểu học Trần 18521","Hải Phòng","Tiểu học","Quốc tế",1960,65,15,"6.74","92.46","7.78","7.50","7.76",1,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18522,"18522","Trường Tiểu học Phạm 18522","Thanh Hóa","Tiểu học","Công lập",1999,26,17,"7.42","89.56","7.41","7.54","7.90",4,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18523,"18523","Trường THPT Bùi 18523","Hải Phòng","THPT","Công lập",2004,21,7,"7.51","92.60","7.91","7.09","8.03",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18524,"18524","Trường Liên cấp XYZ 18524","Nghệ An","Phổ thông Liên cấp","Công lập",1997,28,9,"7.96","89.30","7.41","7.73","8.13",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
18525,"18525","Trường THPT Đặng 18525","Hà Nội","THPT","Quốc tế",1977,48,12,"7.37","89.55","7.56","7.89","7.95",2,"2025-12-29","2025-12-29 20:03:20.610178","2025-12-29 20:03:20.610178"
